video_id,title,published_at,likes,view_count,comment_count,comment_text
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Lagu raya yg simple tp best!! 🫰🏻
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,rindu najwa latiff
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Ada ketenangan bila dgr lagu ni...dah 2025..sapa setuju???
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,2:10
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Selamat hari raya Aidilfitri maaf zahir dan batin 2025
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,The best modern raya song
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Happy hari raya
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,selamat Hari raya jat ❤
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Raya tahun ni terasa sekejap je 😢😢
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Heo mho🎂🎊🎉
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,Dah 2025 sedap lg lagu ni
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,💙💙💙💙💙💙
